RPU,Sitio,Mes,Año,SUBTOTAL,IVA 8%,DAP,Cargos y depósitos,Créditos y redondeos,TOTAL RECIBO,KWH,KVARH,Consumo base,Consumo inter,Consumo punta,"TOTAL KWh (suma b,i,p)",Demanda Base,Demanda intermedia,Demanda punta,Factor de potencia,Factor de carga,Carga contratada (KW)
599110300360,23-R,Agosto,2025,122901.64,9832.1481,1150.0,0.0,0.2119,133884.0,49146.0,34944.0,16904.0,29175.0,2781.0,48860.0,67.0,67.0,67.0,81.34,9.8,134.0
599130301672,24-R,Enero,2025,90538.81,7243.1111,0.0,0.0,0.0789,97782.0,38155.0,22906.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.74,9.81,85.0
599130301672,24-R,Febrero,2025,85053.42,6804.2963,0.0,0.0,0.2837,91858.0,34571.0,20764.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.73,9.55,85.0
599130301672,24-R,Abril,2025,64180.81,5134.5185,0.0,0.0,0.6715,69316.0,26331.0,15034.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.84,7.13,85.0
599130301672,24-R,Julio,2025,73841.19,5907.2593,0.0,0.0,-0.4493,79748.0,29395.0,17312.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.17,7.0,85.0
599130301672,24-R,Agosto,2025,87599.8,7008.0,0.0,0.0,0.2,94608.0,29395.0,22367.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.25,9.16,85.0
599621100377,28,Enero,2025,765.05,61.1852,0.0,0.0,-0.2352,826.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0
599621100377,28,Febrero,2025,706.78,56.5185,0.0,0.0,-0.2985,763.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0
599621100377,28,Abril,2025,731.16,58.5185,0.0,0.0,0.3215,790.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0
599621100377,28,Julio,2025,804.27,64.2963,0.0,0.0,-0.5663,868.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0
599621100377,28,Agosto,2025,706.77,56.5926,0.0,0.0,0.6374,764.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,83.0
599050500976,33-R,Enero,2025,98645.24,7891.6296,1150.0,0.0,0.1304,107687.0,43437.0,10603.0,14822.0,23002.0,5613.0,43437.0,59.0,59.0,60.0,97.15,9.73,124.0
599050500976,33-R,Febrero,2025,91718.64,7337.4815,1150.0,0.0,-0.1215,100206.0,39040.0,10775.0,13724.0,20474.0,4842.0,39040.0,60.0,60.0,60.0,96.4,9.68,124.0
599050500976,33-R,Abril,2025,59307.41,4744.5926,1150.0,0.0,-0.0026,65202.0,22766.0,8881.0,6904.0,12680.0,1252.0,20836.0,47.0,52.0,47.0,91.99,6.67,124.0
599050500976,33-R,Julio,2025,74793.6,5983.5556,1150.0,0.0,0.8444,81928.0,31558.0,7285.0,10241.0,19293.0,2024.0,31558.0,45.0,45.0,45.0,97.44,9.42,124.0
599050500976,33-R,Agosto,2025,75595.6,6047.6296,1150.0,0.0,-0.2296,82793.0,31558.0,7513.0,11111.0,19368.0,1835.0,32314.0,45.0,45.0,45.0,97.4,9.65,124.0
599950900082,38,Enero,2025,96999.39,7759.9259,1150.0,0.0,-0.3159,105909.0,42479.0,16094.0,14528.0,22467.0,5484.0,42479.0,58.0,58.0,58.0,93.51,9.84,124.0
599950900082,38,Febrero,2025,88941.74,7115.3333,1150.0,0.0,-0.0733,97207.0,37439.0,14347.0,13124.0,19747.0,4568.0,37439.0,58.0,58.0,58.0,93.38,9.6,124.0
599950900082,38,Abril,2025,94207.05,7536.5185,1150.0,0.0,-0.5685,102893.0,40815.0,13061.0,11662.0,20455.0,2056.0,34173.0,58.0,58.0,58.0,93.41,9.82,124.0
599950900082,38,Julio,2025,99399.92,7952.0,1150.0,0.0,0.08,108502.0,42103.0,16019.0,13729.0,25770.0,2604.0,42103.0,58.0,58.0,58.0,93.46,9.75,124.0
599950900082,38,Agosto,2025,100246.99,8019.7778,1150.0,0.0,0.2322,109417.0,42103.0,16114.0,14586.0,25567.0,2413.0,42566.0,59.0,59.0,59.0,93.52,9.69,124.0
599050500984,42-RR,Enero,2025,106470.32,8517.6296,1150.0,0.0,0.0504,116138.0,43727.0,27308.0,14762.0,23240.0,5725.0,43727.0,63.0,64.0,63.0,84.82,9.18,104.0
599050500984,42-RR,Febrero,2025,97474.55,7797.9259,1150.0,0.0,-0.4759,106422.0,38474.0,23970.0,13441.0,20316.0,4717.0,38474.0,64.0,64.0,63.0,84.88,8.94,104.0
599050500984,42-RR,Abril,2025,98519.62,7881.5556,1150.0,0.0,-0.1756,107551.0,40036.0,21790.0,11686.0,20910.0,2112.0,34708.0,60.0,61.0,60.0,84.69,9.48,104.0
599050500984,42-RR,Julio,2025,108541.3,8683.3333,1150.0,0.0,0.3667,118375.0,42567.0,25695.0,13976.0,25970.0,2621.0,42567.0,62.0,65.0,66.0,85.61,8.66,104.0
599050500984,42-RR,Agosto,2025,56312.87,4505.037,1150.0,0.0,0.093,61968.0,42567.0,11470.0,6435.0,11020.0,1179.0,18634.0,61.0,64.0,62.0,85.16,3.91,104.0
599050500992,45,Enero,2025,740.9,59.2593,1150.0,0.0,-0.1593,1950.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,144.0
599050500992,45,Febrero,2025,740.9,59.2593,1150.0,0.0,-0.1593,1950.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,144.0
599050500992,45,Abril,2025,4132.93,330.5926,1150.0,0.0,-0.5226,5613.0,693.0,935.0,137.0,199.0,25.0,361.0,2.0,2.0,1.0,36.02,3.0,144.0
599050500992,45,Julio,2025,2292.39,183.4074,1150.0,0.0,0.2026,3626.0,240.0,365.0,94.0,128.0,18.0,240.0,1.0,1.0,1.0,54.94,3.22,144.0
599050500992,45,Agosto,2025,2240.85,179.2593,1150.0,0.0,-0.1093,3570.0,240.0,350.0,98.0,126.0,17.0,241.0,1.0,1.0,1.0,56.71,3.23,144.0
599920800016,46-R,Enero,2025,83295.62,6663.6296,1150.0,0.0,-0.2496,91109.0,28971.0,12681.0,8162.0,16315.0,4494.0,28971.0,109.0,110.0,110.0,91.61,3.54,134.0
599920800016,46-R,Febrero,2025,165651.35,13252.0741,1150.0,0.0,-0.4241,180053.0,68132.0,29402.0,23363.0,36474.0,8295.0,68132.0,109.0,113.0,112.0,91.82,8.97,134.0
599920800016,46-R,Abril,2025,177566.36,14205.3333,1150.0,0.0,0.3067,192922.0,76031.0,27163.0,21068.0,38458.0,3883.0,63409.0,111.0,110.0,111.0,91.92,9.52,134.0
599920800016,46-R,Julio,2025,184819.44,14785.5556,1150.0,0.0,0.0044,200755.0,76540.0,32559.0,24311.0,47344.0,4885.0,76540.0,108.0,111.0,112.0,92.02,9.18,134.0
599920800016,46-R,Agosto,2025,182248.06,14579.8518,1150.0,0.0,0.0882,197978.0,76540.0,32362.0,25535.0,46422.0,4299.0,76256.0,107.0,109.0,110.0,92.05,9.31,134.0
599040400141,47-R,Enero,2025,2639.61,211.1111,1150.0,0.0,-0.7211,4000.0,367.0,602.0,128.0,192.0,47.0,367.0,1.0,1.0,1.0,52.05,4.93,100.0
599040400141,47-R,Febrero,2025,79168.89,6333.5556,1150.0,0.0,0.5544,86653.0,27599.0,10325.0,8383.0,15260.0,3956.0,27599.0,67.0,67.0,67.0,93.66,6.13,100.0
599040400141,47-R,Abril,2025,108747.64,8699.8518,1150.0,0.0,0.5082,118598.0,46835.0,16574.0,13487.0,23045.0,2377.0,38909.0,68.0,68.0,67.0,92.0,9.53,100.0
599040400141,47-R,Julio,2025,113436.82,9074.8889,1150.0,0.0,-0.7089,123661.0,47954.0,20152.0,15619.0,29360.0,2975.0,47954.0,66.0,66.0,66.0,92.19,9.76,100.0
599040400141,47-R,Agosto,2025,111371.9,8909.7778,1150.0,0.0,0.3222,121432.0,47954.0,19622.0,16387.0,28129.0,2586.0,47102.0,66.0,66.0,66.0,92.31,9.59,100.0
